address,district,street,house_number,coords,area,full_price,weighted_price,lat,lon,is_correct
Москва;район Кунцево;ул. Академика Павлова;д.21К1,район Кунцево,ул. Академика Павлова,д.21К1,"55.747388,37.404591",44.7,9800000,219239,55.747388,37.404590999999996,1
Москва;район Кунцево;ул. Академика Павлова;д.21К1,район Кунцево,ул. Академика Павлова,д.21К1,"55.747388,37.404591",44.7,9800000,219239,55.747388,37.404590999999996,1
Москва;район Марьина роща;Октябрьская ул.;д.16А,район Марьина роща,Октябрьская ул.,д.16А,"55.786850,37.614509",42.0,10250000,244047,55.78685,37.614509000000005,1
Москва;район Алексеевский;Ракетный бул.;д.8,район Алексеевский,Ракетный бул.,д.8,"55.817653,37.650999",54.5,10250000,188073,55.817653,37.650999,1
Москва;район Кузьминки;ул. Юных Ленинцев;д.47К3,район Кузьминки,ул. Юных Ленинцев,д.47К3,"55.702536,37.756865",57.0,10980000,192631,55.702536,37.756865000000005,1
Москва;район Черемушки;Новочеремушкинская ул.;д.58,район Черемушки,Новочеремушкинская ул.,д.58,"55.668386,37.563790",51.0,11886200,233062,55.668386,37.563790000000004,1
Москва;район Хорошево-Мневники;Причальный проезд;д.8к1,район Хорошево-Мневники,Причальный проезд,д.8к1,"55.760494,37.518551",62.0,11900000,191935,55.760493999999994,37.518551,1
Москва;район Строгино;Таллинская ул.;д.2,район Строгино,Таллинская ул.,д.2,"55.799446,37.392140",58.0,12600000,217241,55.799445999999996,37.392140000000005,1
Москва;район Раменки;ул. Пудовкина;д.6К1,район Раменки,ул. Пудовкина,д.6К1,"55.728368,37.532340",61.0,13690000,224426,55.728368,37.532340000000005,1
Москва;район Орехово-Борисово Северное;Каширское ш.;д.94К1,район Орехово-Борисово Северное,Каширское ш.,д.94К1,"55.614887,37.713575",58.0,14500000,250000,55.614887,37.713575,1
Москва;район Хамовники;Малая Пироговская ул.;д.8,район Хамовники,Малая Пироговская ул.,д.8,"55.729610,37.570474",111.9,68893000,615665,55.72961,37.570474,1
Москва;район Хамовники;Погодинская ул.;д.4,район Хамовники,Погодинская ул.,д.4,"55.734973,37.571013",121.4,69561000,572990,55.734973,37.571013,1
Москва;район Некрасовка;ул. Вертолетчиков;д.1,район Некрасовка,ул. Вертолетчиков,д.1,"55.700065,37.939735",59.2,7442760,125722,55.700065,37.939735,1
Москва;район Некрасовка;ул. Лавриненко;д.3А,район Некрасовка,ул. Лавриненко,д.3А,"55.702348,37.944820",62.1,7458370,120102,55.702348,37.94482,1
Москва;район Некрасовка;ул. Вертолетчиков;д.13,район Некрасовка,ул. Вертолетчиков,д.13,"55.704017,37.940921",55.5,6019000,108548,55.70401700000001,37.940921,1
Москва;район Ярославский;ул. Красная Сосна;д.2,район Ярославский,ул. Красная Сосна,д.2,"55.850777,37.678757",51.3,7741000,150896,55.850777,37.678757,1
Москва;район Западное Дегунино;Дегунинская ул.;д.5,район Западное Дегунино,Дегунинская ул.,д.5,"55.864758,37.535233",60.7,8499000,139993,55.864757999999995,37.535233000000005,1
Москва;район Отрадное;Сигнальный проезд;д.вл5,район Отрадное,Сигнальный проезд,д.вл5,"55.848781,37.579035",57.1,8925000,156304,55.848781,37.579035,1
Москва;район Замоскворечье;Мытная ул.;д.7с1,район Замоскворечье,Мытная ул.,д.7с1,"55.722142,37.618569",74.3,40838000,549636,55.722142000000005,37.618569,1
Москва;район Хорошево-Мневники;Шелепихинская наб.;д.34к2,район Хорошево-Мневники,Шелепихинская наб.,д.34к2,"55.762789,37.508984",73.5,18822000,256081,55.762789,37.508984000000005,1
Москва;район Щукино;Авиационная ул.;д.77к2,район Щукино,Авиационная ул.,д.77к2,"55.809348,37.450863",81.0,20163000,248925,55.809348,37.450863,1
Москва;район Беговой;Верхняя ул.;д.34С20,район Беговой,Верхняя ул.,д.34С20,"55.779221,37.575908",87.5,32200000,368000,55.779221,37.575908,1
Москва;район Раменки;Воробьевское ш.;д.4С1,район Раменки,Воробьевское ш.,д.4С1,"55.727886,37.536356",67.9,34000000,500736,55.727886,37.536356,1
Москва;район Раменки;Минская ул.;д.2кА,район Раменки,Минская ул.,д.2кА,"55.716372,37.503729",96.7,37174000,384426,55.716372,37.503729,1
Москва;район Хамовники;Малая Пироговская ул.;д.8,район Хамовники,Малая Пироговская ул.,д.8,"55.729610,37.570474",111.9,68893000,615665,55.72961,37.570474,1
Москва;район Хамовники;2-й Зачатьевский пер.;д.11,район Хамовники,2-й Зачатьевский пер.,д.11,"55.740000,37.601403",64.0,79000000,1234375,55.74,37.601403000000005,1
Москва;район Алексеевский;Маломосковская ул.;д.14,район Алексеевский,Маломосковская ул.,д.14,"55.812752,37.647549",74.3,18200000,244952,55.812752,37.647549,1
Москва;район Хамовники;2-я Фрунзенская ул.;д.8,район Хамовники,2-я Фрунзенская ул.,д.8,"55.723699,37.583697",90.0,90749376,1008326,55.723698999999996,37.583696999999994,1
Москва;район Пресненский;наб. Пресненская;д.6с2,район Пресненский,наб. Пресненская,д.6с2,"55.748143,37.540488",125.0,66500000,532000,55.748143000000006,37.540488,1
Москва;район Некрасовка;Рождественская ул.;д.33,район Некрасовка,Рождественская ул.,д.33,"55.703185,37.931713",59.0,8156970,138253,55.703185,37.931713,1
"Москва;Московский поселение;район Московский;Киевское шоссе, 23-й км;д.7к2",район Московский,"Киевское шоссе, 23-й км",д.7к2,"55.619030,37.412936",57.5,9200000,160000,55.61903,37.412936,1
Москва;район Замоскворечье;1-й Щипковский пер.;д.28,район Замоскворечье,1-й Щипковский пер.,д.28,"55.724104,37.631972",47.0,12200000,259574,55.724104000000004,37.631972,1
Москва;район Замоскворечье;Шлюзовая наб.;д.2А,район Замоскворечье,Шлюзовая наб.,д.2А,"55.730948,37.644010",46.8,21000000,448717,55.730948,37.644009999999994,1
Москва;район Раменки;Мосфильмовская ул.;д.53,район Раменки,Мосфильмовская ул.,д.53,"55.704910,37.497459",91.0,30900000,339560,55.70491,37.497459,1
Москва;район Арбат;Композиторская ул.;д.17,район Арбат,Композиторская ул.,д.17,"55.751224,37.586302",75.0,36800000,490666,55.751224,37.586302,1
